20 0.000000 4.27651442e+02
20 0.031250 4.13667538e+02
20 0.062500 3.96727767e+02
20 0.093750 3.77761956e+02
20 0.125000 3.57713753e+02
20 0.156250 3.48536730e+02
20 0.187500 3.74393938e+02
20 0.218750 4.26213657e+02
20 0.250000 4.77563858e+02
20 0.281250 5.20885003e+02
20 0.312500 5.53136360e+02
20 0.343750 5.72408186e+02
20 0.375000 5.78206102e+02
20 0.406250 5.72034670e+02
20 0.437500 5.60490539e+02
20 0.468750 5.43750836e+02
20 0.500000 5.19436625e+02
20 0.531250 4.89263932e+02
20 0.562500 4.55317470e+02
20 0.593750 4.23586833e+02
20 0.625000 4.04686460e+02
20 0.656250 3.94594992e+02
20 0.687500 3.89328007e+02
20 0.718750 3.87293094e+02
20 0.750000 3.86388517e+02
20 0.781250 3.87904242e+02
20 0.812500 3.99761065e+02
20 0.843750 4.19026374e+02
20 0.875000 4.33897220e+02
20 0.906250 4.41681053e+02
20 0.937500 4.42686487e+02
20 0.968750 4.37680825e+02
21 0.000000 6.71467368e+02
21 0.031250 6.48879418e+02
21 0.062500 6.21594643e+02
21 0.093750 5.91109089e+02
21 0.125000 5.58930177e+02
21 0.156250 5.43813976e+02
21 0.187500 5.83636449e+02
21 0.218750 6.64145824e+02
21 0.250000 7.43865368e+02
21 0.281250 8.10913498e+02
21 0.312500 8.60516254e+02
21 0.343750 8.89701583e+02
21 0.375000 8.97740980e+02
21 0.406250 8.87075941e+02
21 0.437500 8.68264610e+02
21 0.468750 8.41587000e+02
21 0.500000 8.03205628e+02
21 0.531250 7.55813025e+02
21 0.562500 7.02683220e+02
21 0.593750 6.53359266e+02
21 0.625000 6.24828013e+02
21 0.656250 6.10583714e+02
21 0.687500 6.04166552e+02
21 0.718750 6.02959083e+02
21 0.750000 6.03535269e+02
21 0.781250 6.07716900e+02
21 0.812500 6.27609116e+02
21 0.843750 6.58568169e+02
21 0.875000 6.82280712e+02
21 0.906250 6.94579468e+02
21 0.937500 6.95987269e+02
21 0.968750 6.87746259e+02
22 0.000000 9.76764285e+02
22 0.031250 9.42955421e+02
22 0.062500 9.02240184e+02
22 0.093750 8.56848227e+02
22 0.125000 8.09009156e+02
22 0.156250 7.85939832e+02
22 0.187500 8.42542952e+02
22 0.218750 9.58111087e+02
22 0.250000 1.07245408e+03
22 0.281250 1.16830002e+03
22 0.312500 1.23871741e+03
22 0.343750 1.27943151e+03
22 0.375000 1.28945792e+03
22 0.406250 1.27246425e+03
22 0.437500 1.24409585e+03
22 0.468750 1.20475982e+03
22 0.500000 1.14871987e+03
22 0.531250 1.07988117e+03
22 0.562500 1.00299839e+03
22 0.593750 9.32149662e+02
22 0.625000 8.92513603e+02
22 0.656250 8.74340807e+02
22 0.687500 8.67928442e+02
22 0.718750 8.69290526e+02
22 0.750000 8.73252492e+02
22 0.781250 8.82142406e+02
22 0.812500 9.13027790e+02
