2.978557473837468024e+03 2.981991845132277831e+03 2.957049484929661048e+03 2.904103087722693544e+03 2.824326783624211657e+03 2.719781290837158394e+03 2.593389826611030912e+03 2.448919714831773490e+03 2.290934855333877749e+03 2.124750896997788914e+03 1.956631717927446516e+03 1.795266965930967899e+03 1.647081689644065364e+03 1.516325755790615858e+03 1.408832460378599990e+03 1.332633272787126316e+03 1.295085641480981394e+03 1.296527135614930330e+03 1.335137139167556143e+03 1.408482681386896957e+03 1.512392559839253863e+03 1.641385345442977041e+03 1.788952977279919196e+03 1.948182298316878814e+03 2.112225477701369073e+03 2.274675505589388649e+03 2.429802908797138571e+03 2.572646662973661023e+03 2.699003824922579497e+03 2.805364038142133268e+03 2.888843925902210685e+03 2.947145676773659488e+03
3.019860392516046431e+03 3.022807766486741912e+03 2.997099693871998625e+03 2.943113749205306704e+03 2.862028943059172889e+03 2.755921579857763845e+03 2.627737180987109696e+03 2.481276505291420108e+03 2.321148636574798275e+03 2.152727307042391203e+03 1.982353496302701160e+03 1.818844902712089834e+03 1.668729086420118165e+03 1.536327802909699813e+03 1.427582701995178695e+03 1.350686598254591445e+03 1.313149916701296206e+03 1.315300073232778459e+03 1.355243006110973738e+03 1.430451717016653902e+03 1.536622086788559727e+03 1.668119471964401100e+03 1.818273025872381140e+03 1.980020725181135504e+03 2.146392415344255824e+03 2.310893911402333288e+03 2.467744721100276820e+03 2.611963719710425721e+03 2.739349852829558131e+03 2.846406753703774939e+03 2.930268731206251687e+03 2.988653589824433311e+03
3.062266271601777134e+03 3.064885408753305910e+03 3.038552472824341294e+03 2.983644882502637302e+03 2.901343712642746141e+03 2.793738595688721944e+03 2.663796744261153435e+03 2.515352848637659463e+03 2.353062594553303370e+03 2.182359837535666884e+03 2.009664468467042525e+03 1.843920485978155511e+03 1.691761348947277838e+03 1.557588365011267115e+03 1.447455552326780662e+03 1.369715807319342730e+03 1.332030802626546119e+03 1.334726418987771922e+03 1.375844479684529915e+03 1.452771098563463966e+03 1.561076371201799248e+03 1.694978936815634597e+03 1.847650921761098061e+03 2.011885767197646373e+03 2.180593415213687422e+03 2.347192741715698048e+03 2.505850173812541925e+03 2.651560262300181421e+03 2.780117803534404629e+03 2.888033068419213578e+03 2.972449964886685848e+03 3.031093674370086319e+03
3.106525783770147427e+03 3.108985609146611296e+03 3.082168921250950461e+03 3.026448223735585543e+03 2.943004554428644951e+03 2.833939579188131120e+03 2.702242881069625128e+03 2.551785061253179720e+03 2.387271464005459165e+03 2.214199850401608273e+03 2.039072663618297383e+03 1.870960554324008172e+03 1.716607439846755142e+03 1.580502318563007293e+03 1.468816208538218007e+03 1.390061580761465621e+03 1.352050202444190518e+03 1.355115241397667205e+03 1.397244261749632869e+03 1.475744392911839668e+03 1.586067788735553222e+03 1.722293323134456386e+03 1.877441946287794963e+03 2.044166409670951225e+03 2.215258079602732323e+03 2.384047439684678920e+03 2.544643609991774156e+03 2.692010141868460323e+03 2.821929128098235196e+03 2.930907753141871581e+03 3.016089379315928909e+03 3.075196696806203818e+03
3.147233421319656827e+03 3.149695614968142763e+03 3.122579226974635276e+03 3.066246772453439007e+03 2.981875426704112670e+03 2.871574276969876337e+03 2.738351076117510729e+03 2.586107849428882218e+03 2.419594681385815420e+03 2.244367604735060013e+03 2.067004040348441777e+03 1.896685986884539716e+03 1.740260339773539272e+03 1.602303519033306657e+03 1.489096906174969945e+03 1.409296772046451224e+03 1.370849789062788204e+03 1.374104314658122576e+03 1.417007019505068229e+03 1.496798923234638096e+03 1.608830441726405752e+03 1.747058438381656970e+03 1.904371157281232854e+03 2.073297610747477847e+03 2.246524581009110079e+03 2.417304209232793710e+03 2.579694041262246174e+03 2.728628307811530249e+03 2.859874741379299849e+03 2.969933401690729625e+03 3.055941649806349233e+03 3.115613640336327535e+03
3.177134527258143862e+03 3.179745972918012740e+03 3.152567696862836328e+03 3.095946682568206597e+03 3.011049959311445036e+03 2.899984798617503202e+03 2.765766151489496224e+03 2.612314083714430581e+03 2.444407595785583908e+03 2.267642552987565523e+03 2.088648627925488199e+03 1.916682931583112122e+03 1.758671887485267916e+03 1.619267999476555588e+03 1.504841609142865764e+03 1.424157099416015171e+03 1.385262602879980022e+03 1.388528224395156030e+03 1.431877326183440118e+03 1.512503719330757349e+03 1.625682690641302088e+03 1.765280498374925173e+03 1.924087286212262143e+03 2.094542275116671590e+03 2.269258340102612237e+03 2.441434774930347885e+03 2.605096951203117442e+03 2.755163192836877897e+03 2.887395121076261603e+03 2.998289936995441167e+03 3.084980452665207849e+03 3.145171872934581188e+03
3.190573081189333607e+03 3.193465089883403834e+03 3.166500940189228459e+03 3.110006216028821655e+03 3.025129656336980588e+03 2.913963959271975455e+03 2.779515023716640371e+03 2.625700634079702468e+03 2.457304366661159747e+03 2.279933479732639626e+03 2.100235362858022654e+03 1.927489807131930093e+03 1.768666864972514531e+03 1.628475047677829025e+03 1.513340741225023748e+03 1.432085387811886903e+03 1.392811067465070209e+03 1.395914943095583340e+03 1.439317668374092136e+03 1.520189201880865767e+03 1.633764127031635780e+03 1.773859865710430995e+03 1.933215395304486947e+03 2.104227105183340882e+03 2.279477509001487761e+03 2.452150530656784213e+03 2.616269452319600987e+03 2.766759361297165469e+03 2.899391906426724745e+03 3.010672374800039051e+03 3.097736086503606657e+03 3.158283486424764760e+03
3.185443343330394327e+03 3.188734542101732131e+03 3.162268075450295328e+03 3.106342439712076612e+03 3.022079411812678245e+03 2.911543162664516331e+03 2.777712430891409895e+03 2.624479871072662718e+03 2.456606152707782712e+03 2.279677774502249576e+03 2.100320944528205018e+03 1.927779898828903242e+03 1.769027729253135476e+03 1.628805333746781571e+03 1.513557836993677029e+03 1.432107130954777858e+03 1.392556666782166076e+03 1.395335129972407685e+03 1.438381757435633972e+03 1.518867383011479433e+03 1.632022744411852273e+03 1.771661744523717971e+03 1.930523564535581045e+03 2.101013087883656226e+03 2.275730654474402400e+03 2.447886637526344202e+03 2.611536273280739351e+03 2.761637607423994268e+03 2.893991558474841895e+03 3.005125165564639701e+03 3.092185681867867515e+03 3.152875000392277343e+03
3.163682955316857260e+03 3.167483245525019811e+03 3.141771425074595300e+03 3.086813807970424932e+03 3.003697527096640442e+03 2.894445731278082803e+03 2.761993889533373022e+03 2.610189157779384004e+03 2.443744779397494767e+03 2.268197777674521149e+03 2.090118384340451939e+03 1.918663047542161166e+03 1.760771466228932923e+03 1.621195719682533991e+03 1.506366112190267586e+03 1.425053988189011534e+03 1.385316782740577992e+03 1.387618825212192860e+03 1.429937310558799709e+03 1.509466400526993766e+03 1.621466571410773895e+03 1.759789190031109001e+03 1.917219908791317266e+03 2.086218595654948331e+03 2.259446700569052609e+03 2.430178526771942416e+03 2.592531627751123779e+03 2.741520216601252287e+03 2.872991384799464413e+03 2.983505803830328205e+03 3.070230756667165679e+03 3.130874846701122351e+03
3.130578149910307275e+03 3.134992411951936447e+03 3.110237877477369693e+03 3.056544444645369367e+03 2.974959108642948650e+03 2.867455172135197245e+03 2.736913872753460510e+03 2.587123098658445542e+03 2.422732146253209066e+03 2.249209188637687930e+03 2.073044787679471028e+03 1.903271124376700527e+03 1.746769575327854000e+03 1.608289597706755330e+03 1.494223639516726280e+03 1.413256384435722566e+03 1.373365566042437422e+03 1.375055390052767052e+03 1.416356321206442999e+03 1.494503137151398732e+03 1.604811234130948606e+03 1.741199674521174529e+03 1.896534326436809579e+03 2.063363501705898216e+03 2.234440416250153703e+03 2.403129275799674360e+03 2.563630337478327419e+03 2.711028847735827640e+03 2.841228161940921382e+03 2.950828972130198053e+03 3.037022313342990401e+03 3.097525363571975504e+03
